p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,BestFitness, CurLevel, BestOM, BestLOS
0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.3,0.3,0.68,0.34,0.52,0.16,0.64,0.52,0.01,0.3,0.86,0.04,0.36,0.22,0.84,0.8,0.9,0.66,0.62,0.18,0.84,0.2,0.32,0.18,0.12,0.1,0.2,0.54,0.44,0.78,0.68,0.56,0.16,0.38,0.66,0.9,0.52,0.3,0.42,0.14,0.94,0.98,0.34,0.02,0.78,0.92,0.34,0.56,0.76,0.82,0.56,0.28,0.8,0.88,0.32,0.6,0.38,0.72,0.62,0.56,0.02,0.01,0.54,0.88,0.06,0.34,0.32,0.6,0.34,0.56,0.56,0.04,36,27,68,36
0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.48,0.48,0.72,0.32,0.56,0.18,0.64,0.56,0.01,0.34,0.86,0.02,0.34,0.2,0.9,0.82,0.86,0.68,0.62,0.2,0.88,0.14,0.38,0.16,0.08,0.1,0.22,0.54,0.5,0.78,0.66,0.58,0.16,0.44,0.68,0.9,0.52,0.28,0.48,0.14,0.94,0.98,0.36,0.02,0.78,0.96,0.38,0.58,0.8,0.84,0.62,0.32,0.76,0.92,0.24,0.62,0.42,0.72,0.6,0.58,0.02,0.01,0.56,0.88,0.04,0.34,0.3,0.66,0.32,0.52,0.58,0.06,36,27,68,36
0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.92,0.92,0.64,0.3,0.48,0.14,0.64,0.52,0.01,0.42,0.9,0.02,0.38,0.18,0.94,0.72,0.86,0.72,0.66,0.18,0.92,0.14,0.36,0.14,0.02,0.14,0.22,0.52,0.56,0.7,0.62,0.58,0.16,0.48,0.62,0.88,0.52,0.32,0.38,0.16,0.92,0.99,0.4,0.02,0.76,0.98,0.36,0.62,0.78,0.86,0.58,0.26,0.74,0.94,0.2,0.68,0.44,0.72,0.56,0.56,0.02,0.01,0.5,0.86,0.02,0.3,0.36,0.6,0.38,0.5,0.6,0.06,36,29,68,36
0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.46,0.46,0.48,0.16,0.64,0.56,0.01,0.5,0.88,0.06,0.34,0.26,0.94,0.74,0.8,0.86,0.74,0.16,0.94,0.16,0.28,0.2,0.01,0.1,0.26,0.5,0.54,0.72,0.7,0.68,0.1,0.42,0.64,0.88,0.66,0.32,0.38,0.18,0.96,0.99,0.32,0.02,0.72,0.98,0.26,0.68,0.76,0.78,0.48,0.22,0.74,0.86,0.14,0.6,0.54,0.68,0.56,0.5,0.06,0.02,0.54,0.88,0.01,0.38,0.34,0.58,0.36,0.44,0.58,0.12,36,31,68,36
0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.44,0.12,0.74,0.7,0.01,0.54,0.88,0.08,0.34,0.24,0.96,0.76,0.74,0.94,0.74,0.08,0.96,0.14,0.32,0.18,0.01,0.06,0.18,0.58,0.58,0.72,0.62,0.58,0.02,0.42,0.72,0.88,0.66,0.3,0.4,0.18,0.96,0.99,0.36,0.01,0.68,0.98,0.42,0.56,0.7,0.84,0.5,0.18,0.72,0.86,0.14,0.68,0.72,0.76,0.62,0.42,0.06,0.04,0.56,0.82,0.01,0.52,0.32,0.54,0.34,0.6,0.64,0.1,37,31,70,36
0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.18,0.18,0.82,0.72,0.02,0.5,0.86,0.08,0.34,0.24,0.96,0.76,0.86,0.98,0.86,0.16,0.92,0.2,0.28,0.16,0.02,0.04,0.26,0.62,0.54,0.7,0.6,0.64,0.01,0.42,0.74,0.86,0.64,0.36,0.44,0.18,0.96,0.99,0.26,0.01,0.66,0.98,0.44,0.52,0.74,0.82,0.44,0.16,0.8,0.86,0.12,0.7,0.72,0.74,0.58,0.32,0.02,0.02,0.5,0.76,0.02,0.52,0.28,0.38,0.34,0.68,0.64,0.08,37,31,70,36
0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.18,0.18,0.82,0.72,0.02,0.5,0.86,0.08,0.34,0.24,0.96,0.76,0.86,0.98,0.86,0.16,0.92,0.2,0.28,0.16,0.02,0.04,0.26,0.62,0.54,0.7,0.6,0.64,0.01,0.42,0.74,0.86,0.64,0.36,0.44,0.18,0.96,0.99,0.26,0.01,0.66,0.98,0.44,0.52,0.74,0.82,0.44,0.16,0.8,0.86,0.12,0.7,0.72,0.74,0.58,0.32,0.02,0.02,0.5,0.76,0.02,0.52,0.28,0.38,0.34,0.68,0.64,0.08,37,31,70,36
0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.18,0.18,0.82,0.72,0.02,0.5,0.86,0.08,0.34,0.24,0.96,0.76,0.86,0.98,0.86,0.16,0.92,0.2,0.28,0.16,0.02,0.04,0.26,0.62,0.54,0.7,0.6,0.64,0.01,0.42,0.74,0.86,0.64,0.36,0.44,0.18,0.96,0.99,0.26,0.01,0.66,0.98,0.44,0.52,0.74,0.82,0.44,0.16,0.8,0.86,0.12,0.7,0.72,0.74,0.58,0.32,0.02,0.02,0.5,0.76,0.02,0.52,0.28,0.38,0.34,0.68,0.64,0.08,37,31,70,36
0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.24,0.24,0.82,0.72,0.02,0.48,0.86,0.12,0.34,0.26,0.96,0.76,0.84,0.98,0.88,0.14,0.92,0.22,0.28,0.14,0.02,0.04,0.28,0.6,0.52,0.66,0.56,0.62,0.01,0.42,0.76,0.86,0.62,0.34,0.44,0.16,0.96,0.99,0.24,0.01,0.62,0.98,0.44,0.54,0.7,0.82,0.44,0.16,0.8,0.82,0.12,0.7,0.7,0.7,0.54,0.36,0.02,0.04,0.54,0.76,0.02,0.5,0.28,0.38,0.3,0.66,0.62,0.08,37,31,70,36
0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.26,0.26,0.82,0.72,0.02,0.46,0.86,0.14,0.34,0.28,0.94,0.76,0.84,0.98,0.88,0.14,0.92,0.24,0.3,0.14,0.02,0.04,0.3,0.6,0.52,0.68,0.56,0.62,0.01,0.42,0.76,0.86,0.62,0.34,0.44,0.14,0.96,0.99,0.24,0.01,0.62,0.98,0.44,0.54,0.72,0.82,0.44,0.16,0.8,0.82,0.12,0.7,0.7,0.7,0.56,0.38,0.02,0.04,0.54,0.74,0.02,0.52,0.3,0.38,0.3,0.68,0.6,0.08,37,31,70,36
0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.44,0.44,0.76,0.72,0.02,0.48,0.86,0.16,0.36,0.22,0.94,0.74,0.84,0.96,0.9,0.14,0.96,0.22,0.26,0.14,0.02,0.02,0.24,0.64,0.48,0.64,0.52,0.6,0.01,0.4,0.7,0.82,0.62,0.32,0.42,0.1,0.96,0.99,0.18,0.01,0.6,0.98,0.48,0.62,0.68,0.82,0.46,0.18,0.82,0.78,0.12,0.7,0.66,0.7,0.54,0.48,0.02,0.06,0.48,0.76,0.01,0.52,0.26,0.44,0.32,0.66,0.62,0.12,37,31,70,36
0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.8,0.8,0.7,0.64,0.04,0.48,0.84,0.2,0.38,0.3,0.92,0.74,0.86,0.96,0.94,0.12,0.99,0.26,0.24,0.16,0.02,0.02,0.22,0.58,0.48,0.66,0.54,0.7,0.02,0.32,0.72,0.86,0.58,0.34,0.4,0.1,0.96,0.99,0.16,0.01,0.62,0.99,0.6,0.66,0.72,0.84,0.44,0.24,0.82,0.84,0.08,0.64,0.64,0.7,0.62,0.54,0.01,0.06,0.52,0.7,0.01,0.58,0.3,0.52,0.36,0.64,0.58,0.12,38,33,71,39
0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.86,0.86,0.06,0.6,0.88,0.26,0.28,0.3,0.9,0.8,0.84,0.98,0.98,0.06,0.99,0.3,0.22,0.12,0.04,0.01,0.22,0.66,0.5,0.68,0.5,0.8,0.01,0.32,0.74,0.86,0.52,0.34,0.42,0.06,0.92,0.99,0.18,0.02,0.58,0.99,0.54,0.66,0.68,0.94,0.36,0.22,0.82,0.8,0.08,0.52,0.68,0.68,0.68,0.56,0.01,0.06,0.48,0.7,0.01,0.68,0.32,0.44,0.36,0.62,0.54,0.2,41,35,63,40
0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.16,0.22,0.88,0.26,0.3,0.22,0.86,0.88,0.82,0.94,0.96,0.04,0.98,0.34,0.16,0.12,0.02,0.01,0.22,0.66,0.54,0.64,0.6,0.8,0.01,0.32,0.82,0.9,0.5,0.3,0.4,0.02,0.94,0.99,0.22,0.01,0.68,0.99,0.58,0.7,0.74,0.98,0.34,0.22,0.92,0.8,0.1,0.52,0.66,0.66,0.72,0.4,0.01,0.12,0.42,0.72,0.01,0.56,0.36,0.36,0.28,0.6,0.58,0.18,41,35,63,40
0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.18,0.18,0.9,0.3,0.28,0.2,0.84,0.9,0.86,0.94,0.96,0.04,0.98,0.32,0.16,0.12,0.02,0.01,0.22,0.64,0.54,0.6,0.6,0.78,0.01,0.3,0.8,0.9,0.48,0.3,0.38,0.02,0.94,0.99,0.18,0.01,0.68,0.99,0.54,0.7,0.74,0.98,0.34,0.24,0.96,0.8,0.1,0.52,0.66,0.66,0.74,0.46,0.01,0.12,0.42,0.7,0.02,0.6,0.36,0.34,0.24,0.54,0.6,0.18,41,35,63,40
0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.24,0.24,0.9,0.3,0.28,0.22,0.84,0.9,0.86,0.94,0.96,0.04,0.98,0.34,0.18,0.12,0.02,0.01,0.24,0.62,0.54,0.6,0.62,0.82,0.01,0.3,0.78,0.9,0.46,0.28,0.4,0.02,0.96,0.99,0.2,0.01,0.68,0.99,0.54,0.7,0.76,0.98,0.36,0.22,0.94,0.8,0.12,0.54,0.64,0.68,0.72,0.48,0.01,0.14,0.42,0.7,0.01,0.6,0.36,0.32,0.24,0.54,0.6,0.16,41,35,63,40
0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.34,0.34,0.88,0.3,0.28,0.24,0.84,0.9,0.84,0.94,0.94,0.04,0.99,0.36,0.18,0.12,0.02,0.01,0.26,0.62,0.52,0.6,0.6,0.8,0.01,0.28,0.78,0.9,0.46,0.28,0.38,0.02,0.96,0.99,0.24,0.01,0.64,0.99,0.52,0.66,0.78,0.98,0.38,0.18,0.94,0.8,0.12,0.5,0.68,0.64,0.7,0.5,0.01,0.14,0.4,0.68,0.01,0.62,0.36,0.32,0.24,0.56,0.6,0.12,41,35,63,40
0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.6,0.6,0.84,0.34,0.3,0.18,0.78,0.92,0.8,0.94,0.92,0.04,0.99,0.34,0.18,0.14,0.04,0.01,0.28,0.58,0.5,0.52,0.56,0.86,0.02,0.36,0.84,0.88,0.36,0.24,0.36,0.04,0.94,0.99,0.28,0.01,0.62,0.99,0.44,0.64,0.76,0.99,0.38,0.14,0.92,0.84,0.12,0.48,0.66,0.62,0.72,0.52,0.01,0.1,0.48,0.7,0.01,0.6,0.42,0.34,0.22,0.56,0.58,0.12,42,37,68,42
0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.86,0.3,0.32,0.16,0.72,0.94,0.74,0.96,0.9,0.02,0.99,0.36,0.2,0.16,0.04,0.01,0.32,0.64,0.5,0.44,0.56,0.88,0.04,0.34,0.82,0.9,0.3,0.24,0.34,0.02,0.94,0.99,0.38,0.01,0.58,0.98,0.46,0.68,0.7,0.98,0.36,0.1,0.92,0.92,0.12,0.48,0.66,0.62,0.72,0.52,0.01,0.16,0.46,0.64,0.02,0.56,0.48,0.4,0.2,0.44,0.48,0.06,46,37,73,47
0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.78,0.72,0.4,0.16,0.74,0.94,0.72,0.96,0.86,0.02,0.99,0.34,0.16,0.12,0.01,0.01,0.36,0.72,0.58,0.46,0.6,0.86,0.06,0.38,0.8,0.92,0.32,0.3,0.28,0.01,0.98,0.99,0.38,0.02,0.56,0.98,0.44,0.74,0.72,0.99,0.32,0.1,0.94,0.9,0.08,0.46,0.66,0.6,0.68,0.46,0.02,0.18,0.38,0.6,0.04,0.62,0.46,0.32,0.18,0.48,0.5,0.08,46,39,73,47
0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.1,0.1,0.74,0.92,0.66,0.99,0.9,0.01,0.99,0.24,0.16,0.12,0.01,0.01,0.44,0.82,0.52,0.56,0.56,0.82,0.1,0.36,0.82,0.9,0.34,0.3,0.22,0.01,0.98,0.99,0.36,0.08,0.62,0.98,0.4,0.84,0.74,0.99,0.34,0.08,0.94,0.92,0.1,0.4,0.74,0.52,0.74,0.52,0.04,0.16,0.4,0.46,0.04,0.58,0.44,0.32,0.2,0.42,0.44,0.14,46,39,73,47
0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.1,0.1,0.74,0.92,0.66,0.99,0.9,0.01,0.99,0.24,0.16,0.12,0.01,0.01,0.44,0.82,0.52,0.56,0.56,0.82,0.1,0.36,0.82,0.9,0.34,0.3,0.22,0.01,0.98,0.99,0.36,0.08,0.62,0.98,0.4,0.84,0.74,0.99,0.34,0.08,0.94,0.92,0.1,0.4,0.74,0.52,0.74,0.52,0.04,0.16,0.4,0.46,0.04,0.58,0.44,0.32,0.2,0.42,0.44,0.14,46,39,73,47
0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.12,0.12,0.76,0.94,0.68,0.99,0.9,0.01,0.99,0.22,0.16,0.14,0.01,0.01,0.44,0.82,0.5,0.58,0.58,0.82,0.1,0.36,0.82,0.9,0.34,0.28,0.22,0.01,0.98,0.99,0.34,0.1,0.62,0.98,0.4,0.84,0.76,0.98,0.36,0.08,0.92,0.92,0.1,0.4,0.74,0.54,0.74,0.5,0.04,0.16,0.4,0.48,0.04,0.56,0.42,0.32,0.2,0.42,0.46,0.14,46,39,73,47
0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.18,0.18,0.72,0.94,0.66,0.99,0.9,0.01,0.99,0.24,0.16,0.14,0.01,0.01,0.46,0.84,0.5,0.58,0.58,0.82,0.1,0.36,0.82,0.9,0.38,0.3,0.18,0.01,0.98,0.99,0.34,0.1,0.62,0.98,0.38,0.84,0.78,0.96,0.36,0.08,0.92,0.92,0.08,0.42,0.76,0.56,0.76,0.52,0.04,0.16,0.4,0.5,0.04,0.56,0.42,0.28,0.2,0.36,0.48,0.14,46,39,73,47
0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.24,0.24,0.74,0.92,0.66,0.99,0.92,0.01,0.98,0.26,0.14,0.16,0.01,0.01,0.44,0.82,0.54,0.58,0.56,0.8,0.14,0.36,0.82,0.9,0.38,0.3,0.16,0.01,0.98,0.99,0.32,0.1,0.64,0.98,0.4,0.84,0.76,0.96,0.36,0.08,0.92,0.9,0.1,0.46,0.74,0.52,0.76,0.54,0.04,0.14,0.4,0.52,0.04,0.58,0.42,0.26,0.16,0.34,0.48,0.14,46,39,73,47
0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.32,0.32,0.74,0.9,0.64,0.99,0.94,0.01,0.98,0.26,0.16,0.18,0.01,0.02,0.5,0.82,0.52,0.6,0.58,0.84,0.14,0.36,0.78,0.9,0.4,0.28,0.16,0.01,0.98,0.99,0.3,0.1,0.62,0.96,0.42,0.86,0.76,0.96,0.38,0.08,0.88,0.88,0.08,0.48,0.74,0.5,0.76,0.52,0.04,0.16,0.4,0.52,0.04,0.6,0.48,0.24,0.14,0.34,0.52,0.12,46,39,73,47
0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.56,0.56,0.72,0.92,0.7,0.99,0.94,0.01,0.96,0.24,0.2,0.18,0.02,0.02,0.5,0.8,0.5,0.58,0.52,0.78,0.12,0.34,0.76,0.98,0.4,0.32,0.12,0.01,0.98,0.98,0.3,0.08,0.58,0.96,0.34,0.9,0.74,0.96,0.38,0.04,0.86,0.86,0.06,0.44,0.7,0.52,0.74,0.5,0.04,0.2,0.42,0.56,0.06,0.56,0.48,0.22,0.12,0.46,0.56,0.08,47,41,70,46
0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.9,0.96,0.64,0.99,0.92,0.01,0.92,0.14,0.14,0.26,0.04,0.01,0.46,0.74,0.62,0.66,0.48,0.7,0.1,0.3,0.7,0.98,0.46,0.4,0.06,0.01,0.96,0.96,0.24,0.06,0.58,0.94,0.42,0.86,0.7,0.94,0.42,0.02,0.86,0.86,0.08,0.5,0.62,0.5,0.86,0.48,0.02,0.24,0.4,0.52,0.04,0.56,0.46,0.24,0.1,0.48,0.64,0.1,47,45,70,46
0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.82,0.01,0.88,0.14,0.18,0.28,0.06,0.01,0.42,0.68,0.66,0.64,0.48,0.72,0.06,0.26,0.74,0.96,0.38,0.46,0.08,0.01,0.94,0.96,0.24,0.06,0.66,0.9,0.46,0.88,0.66,0.96,0.36,0.02,0.78,0.88,0.08,0.48,0.6,0.44,0.84,0.5,0.02,0.24,0.4,0.52,0.08,0.56,0.56,0.28,0.06,0.5,0.74,0.12,48,45,71,49
0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.54,0.02,0.94,0.18,0.18,0.26,0.08,0.01,0.5,0.68,0.72,0.6,0.52,0.76,0.06,0.22,0.66,0.98,0.36,0.38,0.06,0.01,0.96,0.98,0.22,0.08,0.56,0.98,0.46,0.86,0.68,0.96,0.4,0.02,0.8,0.9,0.08,0.52,0.58,0.42,0.82,0.48,0.02,0.24,0.42,0.48,0.04,0.52,0.52,0.28,0.04,0.56,0.78,0.12,48,45,71,49
0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.08,0.08,0.96,0.2,0.26,0.3,0.08,0.01,0.5,0.7,0.74,0.64,0.66,0.78,0.1,0.16,0.62,0.99,0.38,0.38,0.04,0.01,0.98,0.99,0.14,0.06,0.6,0.94,0.48,0.8,0.68,0.98,0.42,0.04,0.8,0.96,0.12,0.54,0.62,0.44,0.84,0.46,0.02,0.24,0.44,0.44,0.04,0.54,0.58,0.3,0.04,0.48,0.72,0.18,48,45,71,49
0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.08,0.08,0.96,0.2,0.26,0.3,0.08,0.01,0.5,0.7,0.74,0.64,0.66,0.78,0.1,0.16,0.62,0.99,0.38,0.38,0.04,0.01,0.98,0.99,0.14,0.06,0.6,0.94,0.48,0.8,0.68,0.98,0.42,0.04,0.8,0.96,0.12,0.54,0.62,0.44,0.84,0.46,0.02,0.24,0.44,0.44,0.04,0.54,0.58,0.3,0.04,0.48,0.72,0.18,48,45,71,49
0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.08,0.08,0.96,0.2,0.26,0.3,0.08,0.01,0.5,0.7,0.74,0.64,0.66,0.78,0.1,0.16,0.62,0.99,0.38,0.38,0.04,0.01,0.98,0.99,0.14,0.06,0.6,0.94,0.48,0.8,0.68,0.98,0.42,0.04,0.8,0.96,0.12,0.54,0.62,0.44,0.84,0.46,0.02,0.24,0.44,0.44,0.04,0.54,0.58,0.3,0.04,0.48,0.72,0.18,48,45,71,49
