50, 4, 31250, 1250, 25
50, 3, 30000, 1250, 24
50, 2, 32500, 1250, 26
50, 1, 32500, 1250, 26
50, 6, 31250, 1250, 25
50, 7, 31250, 1250, 25
50, 5, 33750, 1250, 27
50, 8, 32500, 1250, 26
50, 9, 30000, 1250, 24
50, 12, 31250, 1250, 25
50, 10, 28750, 1250, 23
50, 11, 32500, 1250, 26
50, 14, 27500, 1250, 22
50, 15, 27500, 1250, 22
50, 13, 32500, 1250, 26
50, 16, 31250, 1250, 25
50, 17, 28750, 1250, 23
50, 18, 31250, 1250, 25
50, 19, 30000, 1250, 24
50, 20, 33750, 1250, 27
50, 21, 28750, 1250, 23
50, 22, 32500, 1250, 26
50, 23, 31250, 1250, 25
50, 24, 33750, 1250, 27
50, 25, 30000, 1250, 24
50, 26, 31250, 1250, 25
50, 27, 33750, 1250, 27
50, 28, 32500, 1250, 26
50, 31, 23750, 1250, 19
50, 29, 33750, 1250, 27
50, 30, 35000, 1250, 28
50, 32, 31250, 1250, 25
50, 33, 30000, 1250, 24
50, 34, 33750, 1250, 27
50, 35, 32500, 1250, 26
50, 36, 28750, 1250, 23
50, 37, 31250, 1250, 25
50, 38, 28750, 1250, 23
50, 39, 30000, 1250, 24
50, 40, 33750, 1250, 27
50, 42, 28750, 1250, 23
50, 41, 33750, 1250, 27
50, 43, 31250, 1250, 25
50, 44, 28750, 1250, 23
50, 46, 31250, 1250, 25
50, 45, 31250, 1250, 25
50, 47, 33750, 1250, 27
50, 48, 33750, 1250, 27
50, 49, 32500, 1250, 26
50, 50, 30000, 1250, 24
50, 51, 35000, 1250, 28
50, 52, 31250, 1250, 25
50, 53, 32500, 1250, 26
50, 55, 27500, 1250, 22
50, 54, 33750, 1250, 27
50, 56, 31250, 1250, 25
50, 57, 27500, 1250, 22
50, 58, 28750, 1250, 23
50, 59, 30000, 1250, 24
50, 61, 27500, 1250, 22
50, 60, 32500, 1250, 26
50, 63, 32500, 1250, 26
50, 62, 33750, 1250, 27
50, 65, 31250, 1250, 25
50, 64, 33750, 1250, 27
50, 67, 32500, 1250, 26
50, 66, 31250, 1250, 25
50, 68, 32500, 1250, 26
50, 70, 31250, 1250, 25
50, 69, 33750, 1250, 27
50, 71, 35000, 1250, 28
50, 74, 26250, 1250, 21
50, 73, 28750, 1250, 23
50, 72, 32500, 1250, 26
50, 75, 32500, 1250, 26
50, 77, 31250, 1250, 25
50, 78, 30000, 1250, 24
50, 76, 33750, 1250, 27
50, 79, 33750, 1250, 27
50, 82, 26250, 1250, 21
50, 80, 27500, 1250, 22
50, 81, 31250, 1250, 25
50, 83, 31250, 1250, 25
50, 84, 31250, 1250, 25
50, 85, 35000, 1250, 28
50, 86, 32500, 1250, 26
50, 87, 30000, 1250, 24
50, 90, 28750, 1250, 23
50, 88, 33750, 1250, 27
50, 89, 31250, 1250, 25
50, 91, 35000, 1250, 28
50, 93, 30000, 1250, 24
50, 92, 28750, 1250, 23
