50, 4, 2400, 75, 32
50, 2, 2400, 75, 32
50, 3, 2400, 75, 32
50, 1, 2325, 75, 31
50, 8, 2175, 75, 29
50, 6, 2250, 75, 30
50, 7, 3000, 75, 40
50, 5, 2850, 75, 38
50, 9, 2400, 75, 32
50, 11, 2400, 75, 32
50, 12, 2700, 75, 36
50, 10, 3075, 75, 41
50, 14, 2325, 75, 31
50, 13, 2475, 75, 33
50, 15, 2475, 75, 33
50, 16, 2325, 75, 31
50, 17, 2175, 75, 29
50, 18, 2700, 75, 36
50, 19, 2925, 75, 39
50, 20, 2550, 75, 34
50, 21, 2325, 75, 31
50, 22, 2625, 75, 35
50, 23, 2550, 75, 34
50, 24, 2400, 75, 32
50, 25, 2550, 75, 34
50, 28, 2400, 75, 32
50, 27, 2325, 75, 31
50, 26, 2400, 75, 32
50, 29, 2100, 75, 28
50, 30, 2175, 75, 29
50, 31, 2475, 75, 33
50, 32, 2700, 75, 36
50, 33, 2550, 75, 34
50, 37, 1950, 75, 26
50, 36, 1950, 75, 26
50, 35, 2100, 75, 28
50, 34, 2475, 75, 33
50, 39, 2175, 75, 29
50, 41, 2775, 75, 37
50, 40, 2400, 75, 32
50, 38, 2775, 75, 37
50, 43, 2100, 75, 28
50, 45, 1950, 75, 26
50, 42, 2250, 75, 30
50, 44, 2025, 75, 27
50, 46, 1725, 75, 23
50, 48, 1875, 75, 25
50, 47, 2400, 75, 32
50, 49, 2100, 75, 28
50, 51, 2175, 75, 29
50, 50, 2325, 75, 31
50, 52, 2175, 75, 29
50, 53, 2550, 75, 34
50, 57, 1875, 75, 25
50, 56, 2100, 75, 28
50, 55, 3000, 75, 40
50, 54, 2025, 75, 27
50, 60, 1875, 75, 25
50, 58, 3000, 75, 40
50, 61, 2550, 75, 34
50, 59, 2325, 75, 31
50, 62, 2400, 75, 32
50, 63, 3075, 75, 41
50, 64, 2850, 75, 38
50, 65, 2475, 75, 33
50, 67, 2175, 75, 29
50, 66, 2775, 75, 37
50, 68, 2250, 75, 30
50, 69, 2625, 75, 35
50, 70, 2175, 75, 29
50, 71, 1950, 75, 26
50, 72, 2550, 75, 34
50, 73, 2250, 75, 30
50, 75, 2400, 75, 32
50, 74, 2100, 75, 28
50, 76, 2700, 75, 36
50, 77, 2475, 75, 33
50, 78, 2700, 75, 36
50, 81, 1950, 75, 26
50, 80, 2325, 75, 31
50, 79, 2625, 75, 35
50, 83, 2625, 75, 35
50, 84, 2250, 75, 30
50, 85, 2475, 75, 33
50, 82, 2250, 75, 30
50, 87, 2475, 75, 33
50, 86, 2625, 75, 35
50, 88, 2550, 75, 34
50, 89, 2850, 75, 38
50, 92, 2025, 75, 27
50, 91, 2250, 75, 30
50, 90, 2775, 75, 37
50, 93, 2700, 75, 36
50, 94, 2400, 75, 32
50, 95, 2700, 75, 36
50, 97, 2250, 75, 30
50, 96, 2550, 75, 34
50, 99, 2625, 75, 35
50, 98, 2475, 75, 33
50, 100, 2100, 75, 28
100, 1, 6600, 100, 66
