100 	 1 	 2550
100 	 2 	 3000
100 	 3 	 3150
100 	 4 	 3450
100 	 7 	 2350
100 	 6 	 3300
100 	 5 	 3350
100 	 8 	 3050
100 	 9 	 2950
100 	 11 	 2600
100 	 10 	 3200
100 	 12 	 3450
100 	 14 	 2400
100 	 13 	 3050
100 	 15 	 2500
100 	 16 	 3450
100 	 17 	 2550
100 	 19 	 2950
100 	 18 	 3200
100 	 20 	 3000
100 	 21 	 2650
100 	 23 	 2350
100 	 22 	 3100
100 	 24 	 2650
100 	 26 	 3500
100 	 27 	 3000
100 	 25 	 3250
100 	 28 	 2750
100 	 32 	 2450
100 	 30 	 2750
100 	 29 	 2700
100 	 31 	 2750
100 	 35 	 2600
100 	 34 	 3200
100 	 33 	 3150
100 	 36 	 4350
100 	 37 	 2250
100 	 38 	 2800
100 	 40 	 2650
100 	 39 	 3600
100 	 42 	 2400
100 	 43 	 2400
100 	 41 	 3050
100 	 44 	 2950
100 	 45 	 2600
100 	 47 	 2800
100 	 46 	 3250
100 	 48 	 3000
100 	 50 	 2650
100 	 51 	 3000
100 	 52 	 3100
100 	 49 	 4300
100 	 53 	 2900
100 	 56 	 2850
100 	 54 	 4200
100 	 55 	 4200
100 	 57 	 2750
100 	 59 	 2950
100 	 60 	 3200
100 	 58 	 3450
100 	 61 	 2750
100 	 63 	 2950
100 	 62 	 2900
100 	 64 	 2950
100 	 67 	 3850
100 	 68 	 3650
100 	 66 	 3350
100 	 65 	 2700
100 	 71 	 2650
100 	 70 	 2800
100 	 69 	 2800
100 	 72 	 2900
100 	 74 	 3000
100 	 73 	 2950
100 	 76 	 3200
100 	 75 	 3150
100 	 77 	 2650
100 	 79 	 2600
100 	 80 	 2950
100 	 78 	 2950
100 	 81 	 2550
100 	 82 	 2700
100 	 83 	 2300
100 	 84 	 2550
100 	 85 	 2600
100 	 87 	 2800
100 	 86 	 3200
100 	 88 	 3100
100 	 91 	 2500
100 	 89 	 2800
100 	 90 	 2500
100 	 92 	 3300
100 	 94 	 3000
100 	 95 	 3300
100 	 93 	 3700
100 	 96 	 4400
100 	 98 	 2950
100 	 97 	 3350
100 	 99 	 3600
100 	 100 	 3750
200 	 1 	 7420
200 	 2 	 7770
200 	 3 	 7490
200 	 4 	 9380
200 	 6 	 7980
200 	 5 	 7980
200 	 7 	 8470
200 	 8 	 7770
200 	 10 	 8330
200 	 9 	 8680
200 	 11 	 9030
200 	 12 	 7700
200 	 13 	 7420
200 	 14 	 8470
200 	 15 	 8610
200 	 16 	 7770
200 	 17 	 8750
200 	 18 	 7840
200 	 19 	 9030
200 	 20 	 8400
200 	 21 	 7350
200 	 23 	 7490
200 	 22 	 9380
200 	 24 	 8050
200 	 25 	 8890
200 	 26 	 6300
200 	 27 	 8820
200 	 28 	 8680
200 	 30 	 7840
200 	 29 	 8890
200 	 31 	 7490
200 	 32 	 7350
200 	 33 	 7560
200 	 34 	 8610
200 	 36 	 7980
200 	 37 	 6930
200 	 35 	 8820
200 	 39 	 6930
200 	 38 	 7140
200 	 40 	 7910
