50, 4, 5075, 175, 29
50, 2, 4725, 175, 27
50, 1, 4900, 175, 28
50, 3, 5950, 175, 34
50, 5, 5775, 175, 33
50, 6, 5425, 175, 31
50, 7, 5250, 175, 30
50, 8, 4900, 175, 28
50, 9, 5075, 175, 29
50, 10, 6125, 175, 35
50, 11, 4375, 175, 25
50, 12, 5250, 175, 30
50, 13, 4200, 175, 24
50, 15, 4725, 175, 27
50, 14, 4900, 175, 28
50, 16, 4725, 175, 27
50, 17, 3675, 175, 21
50, 18, 5775, 175, 33
50, 19, 6300, 175, 36
50, 20, 5250, 175, 30
50, 21, 5600, 175, 32
50, 22, 5250, 175, 30
50, 23, 4550, 175, 26
50, 24, 5075, 175, 29
50, 26, 4200, 175, 24
50, 25, 5600, 175, 32
50, 27, 5775, 175, 33
50, 28, 5775, 175, 33
50, 29, 5775, 175, 33
50, 30, 5250, 175, 30
50, 31, 5250, 175, 30
50, 32, 4725, 175, 27
50, 34, 4550, 175, 26
50, 33, 5600, 175, 32
50, 35, 5250, 175, 30
50, 36, 4375, 175, 25
50, 37, 5600, 175, 32
50, 38, 5425, 175, 31
50, 39, 5425, 175, 31
50, 42, 5250, 175, 30
50, 40, 5425, 175, 31
50, 41, 5950, 175, 34
50, 43, 4375, 175, 25
50, 45, 4550, 175, 26
50, 44, 5425, 175, 31
50, 46, 5250, 175, 30
50, 47, 4550, 175, 26
50, 48, 5250, 175, 30
50, 49, 4550, 175, 26
50, 50, 4900, 175, 28
50, 53, 4375, 175, 25
50, 51, 5075, 175, 29
50, 52, 5600, 175, 32
50, 54, 5250, 175, 30
50, 55, 5600, 175, 32
50, 56, 5600, 175, 32
50, 57, 4550, 175, 26
50, 58, 6300, 175, 36
50, 61, 4900, 175, 28
50, 59, 5775, 175, 33
50, 60, 5950, 175, 34
50, 62, 5075, 175, 29
50, 63, 5250, 175, 30
50, 65, 4725, 175, 27
50, 66, 5600, 175, 32
50, 64, 5250, 175, 30
50, 70, 4900, 175, 28
50, 69, 3850, 175, 22
50, 67, 5250, 175, 30
50, 68, 5600, 175, 32
50, 72, 4550, 175, 26
50, 74, 4900, 175, 28
50, 73, 4550, 175, 26
50, 71, 5600, 175, 32
50, 77, 4375, 175, 25
50, 75, 5600, 175, 32
50, 78, 4200, 175, 24
50, 76, 5250, 175, 30
50, 82, 4025, 175, 23
50, 80, 4900, 175, 28
50, 81, 5425, 175, 31
50, 79, 5075, 175, 29
50, 83, 5250, 175, 30
50, 84, 4900, 175, 28
50, 85, 4900, 175, 28
50, 86, 5600, 175, 32
50, 89, 4550, 175, 26
50, 87, 4025, 175, 23
50, 90, 4900, 175, 28
50, 88, 5775, 175, 33
50, 91, 5600, 175, 32
50, 92, 4900, 175, 28
50, 94, 4725, 175, 27
50, 93, 5250, 175, 30
50, 96, 4375, 175, 25
50, 95, 4725, 175, 27
50, 98, 4025, 175, 23
