100 	 3 	 1290
100 	 1 	 1590
100 	 2 	 1395
100 	 4 	 1875
100 	 7 	 990
100 	 8 	 1035
100 	 5 	 1485
100 	 6 	 1650
100 	 10 	 1125
100 	 9 	 1665
100 	 11 	 2325
100 	 12 	 2265
100 	 13 	 1050
100 	 14 	 1455
100 	 16 	 1515
100 	 15 	 1545
100 	 18 	 1185
100 	 19 	 1095
100 	 17 	 1710
100 	 20 	 2670
100 	 22 	 1185
100 	 21 	 1395
100 	 23 	 1575
100 	 24 	 1620
100 	 25 	 1215
100 	 27 	 1395
100 	 26 	 1560
100 	 28 	 1920
100 	 30 	 1575
100 	 29 	 1515
100 	 31 	 1290
100 	 32 	 1335
100 	 35 	 1260
100 	 34 	 1365
100 	 36 	 1350
100 	 33 	 1680
100 	 37 	 1185
100 	 39 	 1110
100 	 40 	 1440
100 	 38 	 1500
100 	 43 	 1230
100 	 44 	 1065
100 	 42 	 2025
100 	 41 	 1545
100 	 45 	 1290
100 	 47 	 1380
100 	 46 	 1635
100 	 48 	 1575
100 	 49 	 1275
100 	 52 	 1290
100 	 51 	 1455
100 	 50 	 2250
100 	 55 	 1020
100 	 54 	 1410
100 	 53 	 1740
100 	 56 	 1515
100 	 57 	 1260
100 	 58 	 1125
100 	 60 	 1125
100 	 59 	 1335
100 	 62 	 1230
100 	 63 	 1200
100 	 64 	 1755
100 	 61 	 2040
100 	 67 	 1125
100 	 66 	 1275
100 	 68 	 1215
100 	 65 	 1680
100 	 69 	 1140
100 	 71 	 1050
100 	 70 	 1740
100 	 72 	 1860
100 	 73 	 1140
100 	 74 	 1440
100 	 75 	 1485
100 	 76 	 1245
100 	 78 	 1245
100 	 80 	 825
100 	 77 	 1695
100 	 79 	 2790
100 	 83 	 1140
100 	 81 	 1335
100 	 82 	 1350
100 	 84 	 1920
100 	 86 	 1335
100 	 85 	 1605
100 	 87 	 1740
100 	 90 	 1635
100 	 89 	 1410
100 	 88 	 1470
100 	 91 	 1605
100 	 92 	 1080
100 	 95 	 1305
100 	 93 	 1680
100 	 94 	 1365
100 	 98 	 1275
100 	 97 	 1365
100 	 99 	 1320
100 	 96 	 1875
100 	 100 	 1635
200 	 3 	 3600
200 	 2 	 3680
200 	 1 	 3700
200 	 4 	 3740
200 	 5 	 2620
200 	 6 	 3700
200 	 8 	 2960
200 	 7 	 4580
200 	 9 	 3400
200 	 11 	 3240
200 	 10 	 3840
200 	 12 	 3400
200 	 14 	 3560
200 	 15 	 3440
200 	 13 	 4460
200 	 17 	 3660
200 	 19 	 3480
200 	 18 	 4340
200 	 20 	 3080
200 	 22 	 2800
200 	 21 	 3580
200 	 16 	 6360
200 	 23 	 3760
200 	 25 	 3580
200 	 24 	 3620
200 	 27 	 3300
200 	 26 	 3680
200 	 29 	 3440
200 	 28 	 3720
200 	 32 	 2800
200 	 31 	 3340
200 	 30 	 3880
200 	 33 	 3760
200 	 35 	 2860
200 	 37 	 3060
200 	 34 	 4200
200 	 36 	 4160
200 	 38 	 3700
200 	 39 	 3820
200 	 40 	 3880
200 	 41 	 4260
200 	 43 	 3160
200 	 44 	 4000
200 	 45 	 3100
200 	 46 	 3220
200 	 42 	 4720
200 	 49 	 3340
200 	 50 	 3300
200 	 48 	 3840
200 	 47 	 5200
200 	 51 	 3680
200 	 52 	 3920
200 	 53 	 4040
200 	 54 	 2960
200 	 55 	 2600
200 	 57 	 3280
200 	 56 	 4020
200 	 59 	 3340
200 	 58 	 4100
200 	 60 	 3480
200 	 61 	 3880
200 	 62 	 4000
200 	 63 	 4280
200 	 64 	 3380
200 	 66 	 3120
200 	 65 	 3500
200 	 69 	 3440
200 	 67 	 3980
200 	 68 	 3920
200 	 70 	 4360
200 	 72 	 3460
200 	 74 	 3260
200 	 71 	 4120
200 	 73 	 4560
200 	 77 	 3520
200 	 76 	 3960
200 	 78 	 3720
200 	 75 	 4320
200 	 80 	 3400
200 	 82 	 3660
200 	 81 	 3860
200 	 79 	 4420
200 	 84 	 2660
200 	 83 	 3240
200 	 85 	 4160
200 	 86 	 4360
200 	 88 	 3160
200 	 87 	 4400
200 	 89 	 3960
200 	 90 	 3760
200 	 91 	 3760
200 	 93 	 2940
200 	 92 	 3600
200 	 95 	 3840
200 	 96 	 3860
200 	 98 	 3980
200 	 94 	 6060
200 	 97 	 5040
200 	 99 	 3640
200 	 100 	 3000
300 	 2 	 5875
300 	 1 	 6050
300 	 4 	 5700
300 	 3 	 6650
300 	 7 	 5825
300 	 6 	 6300
300 	 8 	 6275
300 	 9 	 5900
300 	 10 	 6550
300 	 5 	 9800
300 	 11 	 7250
300 	 12 	 7200
300 	 13 	 6950
300 	 14 	 6700
300 	 16 	 6375
300 	 15 	 8100
300 	 17 	 6900
300 	 18 	 7525
300 	 21 	 6200
300 	 20 	 6650
300 	 19 	 8150
300 	 22 	 5925
300 	 25 	 5250
300 	 23 	 6850
300 	 26 	 6350
300 	 24 	 7325
300 	 27 	 6175
300 	 28 	 5950
300 	 29 	 6050
300 	 30 	 7275
300 	 31 	 7450
300 	 33 	 6350
300 	 32 	 7700
300 	 34 	 7350
300 	 36 	 6250
300 	 37 	 6275
300 	 35 	 7850
300 	 38 	 6675
300 	 40 	 5800
300 	 39 	 7375
300 	 41 	 6800
300 	 42 	 6050
300 	 44 	 5100
300 	 43 	 5650
300 	 45 	 5550
300 	 48 	 5200
300 	 47 	 6625
300 	 50 	 6275
300 	 46 	 8950
300 	 51 	 6250
300 	 49 	 7900
300 	 54 	 5525
300 	 53 	 6450
300 	 52 	 8025
300 	 56 	 5925
300 	 55 	 7500
300 	 57 	 6225
300 	 58 	 5850
300 	 60 	 5550
300 	 59 	 7450
300 	 62 	 6575
300 	 61 	 8025
300 	 63 	 7200
300 	 65 	 5675
300 	 64 	 6825
300 	 67 	 5625
300 	 66 	 6525
300 	 68 	 6725
300 	 69 	 6550
300 	 70 	 5325
300 	 73 	 5300
300 	 74 	 6300
300 	 72 	 7650
300 	 75 	 6075
300 	 76 	 5700
300 	 77 	 5000
300 	 71 	 10250
300 	 79 	 5950
300 	 78 	 6400
300 	 80 	 5575
300 	 81 	 7525
300 	 84 	 5625
300 	 83 	 6200
300 	 82 	 8400
300 	 85 	 6100
300 	 86 	 6375
300 	 87 	 6075
300 	 89 	 5125
300 	 90 	 4900
300 	 92 	 5775
300 	 88 	 8850
300 	 93 	 7725
300 	 94 	 5950
300 	 91 	 9825
300 	 95 	 6450
300 	 96 	 6250
300 	 98 	 6725
300 	 100 	 6175
300 	 97 	 8225
300 	 99 	 8650
400 	 1 	 10110
400 	 4 	 9990
400 	 3 	 11790
400 	 5 	 12390
400 	 7 	 11490
400 	 2 	 16140
400 	 6 	 13710
400 	 8 	 10470
400 	 9 	 9960
400 	 10 	 8790
400 	 14 	 9600
400 	 12 	 10380
